transcript_id	GO	description	pvalue	qvalue
ENSG00000255775_ENST00000539206_trans1	GO:0005229	intracellular calcium activated chloride channel activity	1.98e-02	8.68e-01
ENSG00000255775_ENST00000539206_trans1	GO:0005262	calcium channel activity	1.95e-02	8.68e-01
ENSG00000255775_ENST00000539206_trans1	GO:0005524	ATP binding	1.96e-02	8.68e-01
ENSG00000255775_ENST00000539206_trans1	GO:0008134	transcription factor binding	1.97e-02	8.68e-01
ENSG00000255775_ENST00000539206_trans1	GO:0050811	GABA receptor binding	1.98e-02	8.68e-01
ENSG00000255775_ENST00000539206_trans1	GO:0061778	intracellular chloride channel activity	1.98e-02	8.68e-01
ENSG00000255775_ENST00000539206_trans1	GO:0071837	HMG box domain binding	1.98e-02	8.68e-01
ENSG00000255775_ENST00000539206_trans1	GO:0001587	Gq/11-coupled serotonin receptor activity	2.41e-02	9.28e-01
ENSG00000255775_ENST00000539206_trans1	GO:0004113	2',3'-cyclic-nucleotide 3'-phosphodiesterase activity	2.41e-02	9.28e-01
ENSG00000255775_ENST00000539206_trans1	GO:0004155	6,7-dihydropteridine reductase activity	2.41e-02	9.28e-01
ENSG00000255775_ENST00000539206_trans1	GO:0005509	calcium ion binding	2.34e-02	9.28e-01
ENSG00000255775_ENST00000539206_trans1	GO:0017045	corticotropin-releasing hormone activity	2.41e-02	9.28e-01
ENSG00000255775_ENST00000539206_trans1	GO:0031695	alpha-2B adrenergic receptor binding	2.41e-02	9.28e-01
ENSG00000255775_ENST00000539206_trans1	GO:0031798	type 1 metabotropic glutamate receptor binding	2.41e-02	9.28e-01
ENSG00000255775_ENST00000539206_trans1	GO:0033781	cholesterol 24-hydroxylase activity	2.41e-02	9.28e-01
ENSG00000255775_ENST00000539206_trans1	GO:0044736	acid-sensing ion channel activity	2.41e-02	9.28e-01
ENSG00000255775_ENST00000539206_trans1	GO:0050459	ethanolamine-phosphate phospho-lyase activity	2.41e-02	9.28e-01
ENSG00000255775_ENST00000539206_trans1	GO:0060175	brain-derived neurotrophic factor-activated receptor activity	2.41e-02	9.28e-01
ENSG00000255775_ENST00000539206_trans1	GO:0099582	neurotransmitter receptor activity involved in regulation of presynaptic cytosolic calcium ion concentration	2.41e-02	9.28e-01
ENSG00000255775_ENST00000539206_trans1	GO:0102102	homocarnosine synthase activity	2.41e-02	9.28e-01
ENSG00000255775_ENST00000539206_trans1	GO:1905059	calcium-transporting ATPase activity involved in regulation of postsynaptic cytosolic calcium ion concentration	2.41e-02	9.28e-01
ENSG00000255775_ENST00000539206_trans1	GO:1990147	talin binding	2.41e-02	9.28e-01
ENSG00000255775_ENST00000539206_trans1	GO:0008013	beta-catenin binding	2.49e-02	9.52e-01
ENSG00000255775_ENST00000539206_trans1	GO:0001588	dopamine neurotransmitter receptor activity, coupled via Gs	3.60e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0001641	group II metabotropic glutamate receptor activity	3.60e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0001664	G protein-coupled receptor binding	2.77e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0001965	G-protein alpha-subunit binding	4.51e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0003712	transcription coregulator activity	3.72e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0004674	protein serine/threonine kinase activity	4.76e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0004768	stearoyl-CoA 9-desaturase activity	4.77e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0004888	transmembrane signaling receptor activity	3.28e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0004970	ionotropic glutamate receptor activity	2.65e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0004999	vasoactive intestinal polypeptide receptor activity	4.77e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0005102	signaling receptor binding	4.66e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0005242	inward rectifier potassium channel activity	3.40e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0005342	organic acid transmembrane transporter activity	4.10e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0008028	monocarboxylic acid transmembrane transporter activity	3.80e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0008227	G protein-coupled amine receptor activity	4.12e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0008233	peptidase activity	2.67e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0008332	low voltage-gated calcium channel activity	4.77e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0008427	calcium-dependent protein kinase inhibitor activity	4.77e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0010858	calcium-dependent protein kinase regulator activity	4.77e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0015125	bile acid transmembrane transporter activity	3.14e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0015293	symporter activity	3.55e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0015294	solute:cation symporter activity	4.27e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0016215	acyl-CoA desaturase activity	4.77e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0016247	channel regulator activity	3.38e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0016462	pyrophosphatase activity	3.16e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0016492	G protein-coupled neurotensin receptor activity	3.60e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0016772	transferase activity, transferring phosphorus-containing groups	3.55e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0016817	hydrolase activity, acting on acid anhydrides	3.22e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	3.22e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0017075	syntaxin-1 binding	4.81e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0022804	active transmembrane transporter activity	2.72e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0022852	glycine-gated chloride ion channel activity	3.60e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0030144	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity	3.60e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0030170	pyridoxal phosphate binding	3.50e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0031681	G-protein beta-subunit binding	3.14e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0031683	G-protein beta/gamma-subunit complex binding	3.14e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0031687	A2A adenosine receptor binding	3.60e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0031696	alpha-2C adrenergic receptor binding	3.60e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0033691	sialic acid binding	3.14e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0036505	prosaposin receptor activity	3.60e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0046943	carboxylic acid transmembrane transporter activity	4.10e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0047730	carnosine synthase activity	3.60e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0048403	brain-derived neurotrophic factor binding	4.77e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0051428	peptide hormone receptor binding	3.14e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0070011	peptidase activity, acting on L-amino acid peptides	3.75e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0070279	vitamin B6 binding	3.65e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0070404	NADH binding	4.77e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:0071886	1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding	3.60e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:1902936	phosphatidylinositol bisphosphate binding	4.91e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:1905030	voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential	3.60e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:1905056	calcium-transporting ATPase activity involved in regulation of presynaptic cytosolic calcium ion concentration	4.77e-02	1.00e+00
ENSG00000255775_ENST00000539206_trans1	GO:1905576	ganglioside GT1b binding	4.77e-02	1.00e+00
ENSG00000258982_ENST00000554537_trans1	GO:0000217	DNA secondary structure binding	1.82e-02	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0000400	four-way junction DNA binding	1.26e-02	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0003677	DNA binding	2.47e-02	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0003684	damaged DNA binding	4.62e-02	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0008017	microtubule binding	6.93e-04	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0008092	cytoskeletal protein binding	3.01e-02	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0015026	coreceptor activity	3.26e-02	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0015631	tubulin binding	1.65e-03	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0017134	fibroblast growth factor binding	1.68e-02	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0030983	mismatched DNA binding	1.12e-02	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0032135	DNA insertion or deletion binding	4.92e-03	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0032137	guanine/thymine mispair binding	2.82e-03	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0032138	single base insertion or deletion binding	3.52e-03	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0032142	single guanine insertion binding	2.82e-03	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0032143	single thymine insertion binding	2.11e-03	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0032356	oxidized DNA binding	7.73e-03	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0032357	oxidized purine DNA binding	7.03e-03	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0032404	mismatch repair complex binding	8.43e-03	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0032405	MutLalpha complex binding	4.92e-03	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0035064	methylated histone binding	4.76e-02	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0043015	gamma-tubulin binding	1.89e-02	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0043167	ion binding	1.72e-02	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0043169	cation binding	4.23e-03	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0043531	ADP binding	2.71e-02	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0046872	metal ion binding	3.66e-03	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0070975	FHA domain binding	1.41e-03	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0071936	coreceptor activity involved in Wnt signaling pathway	7.03e-03	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:0140034	methylation-dependent protein binding	4.76e-02	1e+00
ENSG00000258982_ENST00000554537_trans1	GO:1904929	coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway	4.92e-03	1e+00
ENSG00000240497_ENST00000623631_trans1	GO:0003678	DNA helicase activity	7.26e-07	1.26e-03
ENSG00000240497_ENST00000623631_trans1	GO:0005515	protein binding	4.94e-07	1.26e-03
ENSG00000240497_ENST00000623631_trans1	GO:0140097	catalytic activity, acting on DNA	8.09e-07	1.26e-03
ENSG00000240497_ENST00000623631_trans1	GO:0004386	helicase activity	7.58e-06	8.82e-03
ENSG00000240497_ENST00000623631_trans1	GO:0003684	damaged DNA binding	6.06e-05	5.64e-02
ENSG00000240497_ENST00000623631_trans1	GO:0008094	DNA-dependent ATPase activity	9.52e-05	7.38e-02
ENSG00000240497_ENST00000623631_trans1	GO:0003682	chromatin binding	1.36e-04	9.01e-02
ENSG00000240497_ENST00000623631_trans1	GO:0017116	single-stranded DNA helicase activity	2.41e-04	1.25e-01
ENSG00000240497_ENST00000623631_trans1	GO:0042393	histone binding	2.20e-04	1.25e-01
ENSG00000240497_ENST00000623631_trans1	GO:0043138	3'-5' DNA helicase activity	2.78e-04	1.30e-01
ENSG00000240497_ENST00000623631_trans1	GO:0070035	obsolete purine NTP-dependent helicase activity	3.19e-04	1.35e-01
ENSG00000240497_ENST00000623631_trans1	GO:0003688	DNA replication origin binding	4.62e-04	1.71e-01
ENSG00000240497_ENST00000623631_trans1	GO:0042623	ATPase activity, coupled	4.76e-04	1.71e-01
ENSG00000240497_ENST00000623631_trans1	GO:0003676	nucleic acid binding	6.91e-04	2.14e-01
ENSG00000240497_ENST00000623631_trans1	GO:0003697	single-stranded DNA binding	6.81e-04	2.14e-01
ENSG00000240497_ENST00000623631_trans1	GO:0097159	organic cyclic compound binding	9.67e-04	2.81e-01
ENSG00000240497_ENST00000623631_trans1	GO:0003677	DNA binding	1.15e-03	3.16e-01
ENSG00000240497_ENST00000623631_trans1	GO:0005488	binding	1.48e-03	3.62e-01
ENSG00000240497_ENST00000623631_trans1	GO:0005524	ATP binding	1.41e-03	3.62e-01
ENSG00000240497_ENST00000623631_trans1	GO:0008144	drug binding	1.72e-03	4.01e-01
ENSG00000240497_ENST00000623631_trans1	GO:0017111	nucleoside-triphosphatase activity	2.13e-03	4.63e-01
ENSG00000240497_ENST00000623631_trans1	GO:0038023	signaling receptor activity	2.20e-03	4.63e-01
ENSG00000240497_ENST00000623631_trans1	GO:0060089	molecular transducer activity	2.29e-03	4.63e-01
ENSG00000240497_ENST00000623631_trans1	GO:0016462	pyrophosphatase activity	3.47e-03	4.66e-01
ENSG00000240497_ENST00000623631_trans1	GO:0016817	hydrolase activity, acting on acid anhydrides	3.60e-03	4.66e-01
ENSG00000240497_ENST00000623631_trans1	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	3.60e-03	4.66e-01
ENSG00000240497_ENST00000623631_trans1	GO:0016887	ATPase activity	2.51e-03	4.66e-01
ENSG00000240497_ENST00000623631_trans1	GO:0017070	U6 snRNA binding	2.55e-03	4.66e-01
ENSG00000240497_ENST00000623631_trans1	GO:0030554	adenyl nucleotide binding	2.86e-03	4.66e-01
ENSG00000240497_ENST00000623631_trans1	GO:0032559	adenyl ribonucleotide binding	2.74e-03	4.66e-01
ENSG00000240497_ENST00000623631_trans1	GO:0034062	5'-3' RNA polymerase activity	3.15e-03	4.66e-01
ENSG00000240497_ENST00000623631_trans1	GO:0035639	purine ribonucleoside triphosphate binding	3.53e-03	4.66e-01
ENSG00000240497_ENST00000623631_trans1	GO:0046983	protein dimerization activity	3.27e-03	4.66e-01
ENSG00000240497_ENST00000623631_trans1	GO:0097747	RNA polymerase activity	3.15e-03	4.66e-01
ENSG00000240497_ENST00000623631_trans1	GO:1901363	heterocyclic compound binding	2.63e-03	4.66e-01
ENSG00000240497_ENST00000623631_trans1	GO:1990939	ATP-dependent microtubule motor activity	3.52e-03	4.66e-01
ENSG00000240497_ENST00000623631_trans1	GO:0008017	microtubule binding	4.24e-03	5.34e-01
ENSG00000240497_ENST00000623631_trans1	GO:0000166	nucleotide binding	4.61e-03	5.64e-01
ENSG00000240497_ENST00000623631_trans1	GO:0042802	identical protein binding	4.73e-03	5.64e-01
ENSG00000240497_ENST00000623631_trans1	GO:0017076	purine nucleotide binding	6.86e-03	7.47e-01
ENSG00000240497_ENST00000623631_trans1	GO:0032553	ribonucleotide binding	6.90e-03	7.47e-01
ENSG00000240497_ENST00000623631_trans1	GO:0032555	purine ribonucleotide binding	6.71e-03	7.47e-01
ENSG00000240497_ENST00000623631_trans1	GO:1901265	nucleoside phosphate binding	6.72e-03	7.47e-01
ENSG00000240497_ENST00000623631_trans1	GO:0016772	transferase activity, transferring phosphorus-containing groups	7.96e-03	8.41e-01
ENSG00000240497_ENST00000623631_trans1	GO:0031491	nucleosome binding	8.72e-03	8.82e-01
ENSG00000240497_ENST00000623631_trans1	GO:0070034	telomerase RNA binding	8.64e-03	8.82e-01
ENSG00000240497_ENST00000623631_trans1	GO:0016740	transferase activity	9.12e-03	9.03e-01
ENSG00000240497_ENST00000623631_trans1	GO:0016779	nucleotidyltransferase activity	9.32e-03	9.04e-01
ENSG00000240497_ENST00000623631_trans1	GO:0003721	telomerase RNA reverse transcriptase activity	1.17e-02	9.06e-01
ENSG00000240497_ENST00000623631_trans1	GO:0004799	thymidylate synthase activity	1.17e-02	9.06e-01
ENSG00000240497_ENST00000623631_trans1	GO:0004888	transmembrane signaling receptor activity	1.08e-02	9.06e-01
ENSG00000240497_ENST00000623631_trans1	GO:0004930	G protein-coupled receptor activity	1.03e-02	9.06e-01
ENSG00000240497_ENST00000623631_trans1	GO:0042083	5,10-methylenetetrahydrofolate-dependent methyltransferase activity	1.17e-02	9.06e-01
ENSG00000240497_ENST00000623631_trans1	GO:0047620	acylglycerol kinase activity	1.17e-02	9.06e-01
ENSG00000240497_ENST00000623631_trans1	GO:0061797	pH-gated chloride channel activity	1.17e-02	9.06e-01
ENSG00000240497_ENST00000623631_trans1	GO:0070037	rRNA (pseudouridine) methyltransferase activity	1.17e-02	9.06e-01
ENSG00000240497_ENST00000623631_trans1	GO:0070611	histone methyltransferase activity (H3-R2 specific)	1.17e-02	9.06e-01
ENSG00000240497_ENST00000623631_trans1	GO:0070612	histone methyltransferase activity (H2A-R3 specific)	1.17e-02	9.06e-01
ENSG00000240497_ENST00000623631_trans1	GO:0098680	template-free RNA nucleotidyltransferase	1.17e-02	9.06e-01
ENSG00000240497_ENST00000623631_trans1	GO:0140260	mitochondrial proton-transporting ATP synthase complex binding	1.17e-02	9.06e-01
ENSG00000240497_ENST00000623631_trans1	GO:0036094	small molecule binding	1.22e-02	9.29e-01
ENSG00000240497_ENST00000623631_trans1	GO:0000287	magnesium ion binding	4.23e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0000403	Y-form DNA binding	3.47e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0000700	mismatch base pair DNA N-glycosylase activity	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0000701	purine-specific mismatch base pair DNA N-glycosylase activity	1.75e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0001216	DNA-binding transcription activator activity	3.47e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0001727	lipid kinase activity	3.47e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0001729	ceramide kinase activity	1.75e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0003720	telomerase activity	4.03e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0003723	RNA binding	4.15e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0003777	microtubule motor activity	1.50e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0003824	catalytic activity	1.50e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0003868	4-hydroxyphenylpyruvate dioxygenase activity	1.75e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	2.98e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0003964	RNA-directed DNA polymerase activity	4.03e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0003968	RNA-directed 5'-3' RNA polymerase activity	1.75e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0004082	bisphosphoglycerate mutase activity	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0004167	dopachrome isomerase activity	2.32e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0004468	lysine N-acetyltransferase activity, acting on acetyl phosphate as donor	3.47e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0004619	phosphoglycerate mutase activity	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0004647	phosphoserine phosphatase activity	2.32e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0004715	non-membrane spanning protein tyrosine kinase activity	3.22e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	2.32e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0004749	ribose phosphate diphosphokinase activity	3.47e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0004797	thymidine kinase activity	1.75e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0005250	A-type (transient outward) potassium channel activity	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0005353	fructose transmembrane transporter activity	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0008168	methyltransferase activity	4.23e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0008233	peptidase activity	3.49e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0008309	double-stranded DNA exodeoxyribonuclease activity	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0008469	histone-arginine N-methyltransferase activity	4.59e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0008574	ATP-dependent microtubule motor activity, plus-end-directed	1.51e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0009378	four-way junction helicase activity	4.03e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0015485	cholesterol binding	3.47e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0015631	tubulin binding	1.69e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0016728	oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor	2.32e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0016741	transferase activity, transferring one-carbon groups	4.83e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0016778	diphosphotransferase activity	4.03e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0016862	intramolecular oxidoreductase activity, interconverting keto- and enol-groups	2.32e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0017069	snRNA binding	2.74e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0019136	deoxynucleoside kinase activity	3.47e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0030337	DNA polymerase processivity factor activity	1.75e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0031493	nucleosomal histone binding	3.47e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0032135	DNA insertion or deletion binding	4.03e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0032139	dinucleotide insertion or deletion binding	2.32e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0032184	SUMO polymer binding	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0032405	MutLalpha complex binding	4.03e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0032934	sterol binding	4.55e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0033300	dehydroascorbic acid transmembrane transporter activity	4.03e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0034061	DNA polymerase activity	1.88e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0035241	protein-arginine omega-N monomethyltransferase activity	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0035242	protein-arginine omega-N asymmetric methyltransferase activity	3.47e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0035258	steroid hormone receptor binding	1.89e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0036310	annealing helicase activity	4.59e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0042030	ATPase inhibitor activity	3.47e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0042054	histone methyltransferase activity	4.27e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0042162	telomeric DNA binding	2.19e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0042296	ISG15 transferase activity	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0042731	PH domain binding	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0042799	histone methyltransferase activity (H4-K20 specific)	3.47e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0043532	angiostatin binding	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0044020	histone methyltransferase activity (H4-R3 specific)	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0044729	hemi-methylated DNA-binding	2.32e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0050178	phenylpyruvate tautomerase activity	1.75e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0050681	androgen receptor binding	2.98e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0051213	dioxygenase activity	1.89e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0051499	D-aminoacyl-tRNA deacylase activity	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0051500	D-tyrosyl-tRNA(Tyr) deacylase activity	2.32e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0051575	5'-deoxyribose-5-phosphate lyase activity	3.47e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0061631	ubiquitin conjugating enzyme activity	2.74e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0061650	ubiquitin-like protein conjugating enzyme activity	2.98e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0061731	ribonucleoside-diphosphate reductase activity	2.32e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0061749	forked DNA-dependent helicase activity	1.75e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0061821	telomeric D-loop binding	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0061849	telomeric G-quadruplex DNA binding	1.75e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0062037	D-loop DNA binding	2.90e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0070883	pre-miRNA binding	4.03e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0070990	snRNP binding	4.59e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0097367	carbohydrate derivative binding	3.98e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0102773	dihydroceramide kinase activity	1.75e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:0140098	catalytic activity, acting on RNA	3.01e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:1905030	voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential	1.75e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:1905773	8-hydroxy-2'-deoxyguanosine DNA binding	2.32e-02	1.00e+00
ENSG00000240497_ENST00000623631_trans1	GO:1990446	U1 snRNP binding	3.47e-02	1.00e+00
